district_name,real_estate_area,real_estate_age,total_rooms,price,price_per_meter,real_estate_agencey,floor,elevator,parking,warehouse,units_per_floor,document,building_direction,unit_status,facilities
نیلوفر,۶۰,۱۳۹۷,۱,۱۱٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۱۹۰٬۰۰۰٬۰۰۰ تومان,,۴ از ۵,True,True,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف پارکت لمینت,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
تهرانپارس شرقی,,,,۳۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,,
باغ فیض,۸۰,۱۳۹۶,۲,۵٬۴۳۰٬۰۰۰٬۰۰۰ تومان,۶۷٬۸۷۵٬۰۰۰ تومان,گروه بزرگ والیان,۳ از ۵,True,True,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف موزائیک,سرویس بهداشتی فرنگی,سرمایش فن کوئل,گرمایش شومینه"
جنت‌آباد مرکزی,۱۰۳,۱۳۸۸,۲,۹٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۸۸٬۳۵۰٬۰۰۰ تومان,املاک بزرگ پازل شعبه ۲,۴,True,True,True,,,,,
وحیدیه,,,,۴۶۰٬۰۰۰٬۰۰۰ تومان,۲٬۳۰۰٬۰۰۰ تومان,دپارتمان یاران,,,,,,,,,
نیاوران,۱۸۰,۱۴۰۲,۳,۴۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۳۸٬۸۸۹٬۰۰۰ تومان,املاک کیا نیاوران,۴ از ۵,True,True,True,۲,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت"
فرمانیه,۲۱۰,۱۳۸۶,۳,۲۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۳۸٬۰۹۵٬۰۰۰ تومان,مسکن آکس,۲ از ۶,True,True,True,۲,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش اسپلیت,گرمایش داکت اسپلیت"
چیتگر,۹۸,۱۴۰۲,۲,۱٬۲۷۴٬۰۰۰٬۰۰۰ تومان,۱۳٬۰۰۰٬۰۰۰ تومان,دفتر فروش مرکزی,۱۳ از ۱۹,True,True,True,۸,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش از کف"
سازمان برنامه,۱۰۰,۱۴۰۲,۲,۱۰٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۸٬۰۰۰٬۰۰۰ تومان,املاک بزرگ ارگ نوین,۲ از ۶,True,True,True,۳,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
عباس‌آباد,۱۱۶,۱۴۰۰,۳,۱۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۲۰٬۶۹۰٬۰۰۰ تومان,,۴ از ۶,True,True,True,۲,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
قلهک,۱۲۷,۱۴۰۲,۲,۲٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۲۲٬۸۳۵٬۰۰۰ تومان,تیک,۵ از ۵,True,True,True,۲,سایر,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
شهر زیبا,۶۴,۱۳۹۵,۲,۱٬۹۹۵٬۰۰۰٬۰۰۰ تومان,۳۱٬۱۷۲٬۰۰۰ تومان,الماس شهر,۲ از ۳,True,True,True,۲,تک‌برگ,,,"آسانسور,پارکینگ,انباری,بالکن"
شهرک غرب,۱۲۵,۱۳۹۱,۳,۲۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۰۸٬۰۰۰٬۰۰۰ تومان,یوتا,۲ از ۵,True,True,True,۱,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
کوی فردوس,۹۰,۱۳۹۵,۲,۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۸۸٬۸۸۹٬۰۰۰ تومان,گروه بزرگ مشاورین املاک باراد,۳ از ۵,True,True,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش اسپلیت,گرمایش از کف"
یوسف‌آباد,۱۳۹,۱۳۹۷,۲,۱۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۲۹٬۴۹۶٬۰۰۰ تومان,,۴,True,True,True,,,,,
استاد معین,۶۲,۱۳۸۳,۲,۳٬۷۵۰٬۰۰۰٬۰۰۰ تومان,۶۰٬۴۸۴٬۰۰۰ تومان,رستا,۲,,True,True,,,,,
پاسداران,۹۰,۱۳۸۴,۲,۱۰٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۱۱۴٬۴۴۴٬۰۰۰ تومان,مسکن میلاد,۲ از ۵,True,True,True,۳,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف پارکت لمینت,سرویس بهداشتی ایرانی و فرنگی,سرمایش اسپلیت,گرمایش اسپلیت"
پیروزی,۴۰,۱۳۹۲,۱,۲٬۳۵۰٬۰۰۰٬۰۰۰ تومان,۵۸٬۷۵۰٬۰۰۰ تومان,,۲ از ۵,True,True,,۲,تک‌برگ,,بازسازی شده,"آسانسور,پارکینگ,انباری ندارد,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش بخاری"
نازی‌آباد,,۱۳۸۰,,۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵۵٬۵۵۶٬۰۰۰ تومان,,,,,True,,,,,
جنت‌آباد شمالی,۱۱۵,۱۴۰۲,۲,۸٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۷۱٬۳۰۴٬۰۰۰ تومان,چهارباغ,۷ از ۲۰,True,True,True,۶,سایر,غربی,,"آسانسور,پارکینگ"
ایران,۲۰۷,۱۳۷۷,۳,۲۴٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۱۱۶٬۴۲۵٬۰۰۰ تومان,گروه مشاورین رایزن سازه خانه شما,۵,True,True,True,,,,,
حکیمیه,۱۱۲,۱۳۹۵,۳,۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۸۴٬۸۲۱٬۰۰۰ تومان,,۳ از ۴,True,True,True,۱,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش شوفاژ"
جنت‌آباد جنوبی,۱۱۵,۱۳۹۰,۲,۱۰٬۷۹۰٬۰۰۰٬۰۰۰ تومان,۹۳٬۸۲۶٬۰۰۰ تومان,بزرگ دیپلمات,۲ از ۵,True,True,True,۳,,,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,سرویس بهداشتی ایرانی و فرنگی"
پاسداران,۱۰۰,۱۴۰۲,۲,۵۰۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,املاک مبدأ,۳ از ۸,True,True,True,۲,تک‌برگ,,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
نیاوران,۱۵۰,۱۴۰۲,۳,۲۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۷۰٬۰۰۰٬۰۰۰ تومان,کلید,۲ از ۴,True,True,True,۲,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف پارکت لمینت"
شیان,۱۴۵,۱۳۹۵,۳,۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۱۲٬۴۱۴٬۰۰۰ تومان,رونیکا,۵ از ۵,True,True,True,۴,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ"
آذربایجان,۱۰۷,۱۴۰۲,۳,۸٬۲۵۰٬۰۰۰٬۰۰۰ تومان,۷۷٬۱۰۳٬۰۰۰ تومان,,۱ از ۵,True,True,True,۲,تک‌برگ,غربی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
مبارک‌آباد بهشتی,۱۰۰,۱۳۹۷,۲,۲٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۲۹٬۰۰۰٬۰۰۰ تومان,🔵(نیایش)(کهریزک در شهرری)🔵 باقرشهر،تهران،ری,۴,True,True,True,,,,,
نیاوران,۱۲۳,۱۴۰۲,۲,۳۶٬۲۸۵٬۰۰۰٬۰۰۰ تومان,۲۹۵٬۰۰۰٬۰۰۰ تومان,تیم ممتاز,۱ از ۵,True,True,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف پارکت لمینت,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
کوی فردوس,۱۰۵,۱۳۹۷,۲,۸٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۸۰٬۹۵۲٬۰۰۰ تومان,بزرگ دیپلمات,۲ از ۵,True,True,True,۴,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
دروس,۱۸۵,۱۳۹۷,۳,۳۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۰۰٬۰۰۰٬۰۰۰ تومان,شایگان,۳ از ۵,True,True,True,۲,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
اقدسیه,,۱۴۰۲,,۱۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵۲٬۰۰۰٬۰۰۰ تومان,کلید,,,True,True,,,,,
سازمان آب,۱۱۵,۱۴۰۲,۲,۱۸٬۹۳۶٬۹۰۰٬۰۰۰ تومان,۱۶۴٬۶۶۹٬۰۰۰ تومان,مجموعه بزرگ بارمان,۲ از ۱۲,True,True,True,۴,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,جنس کف پارکت لمینت,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
باغ فیض,۱۱۵,۱۳۹۳,۳,۱۲٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۶٬۰۸۷٬۰۰۰ تومان,مجموعه بزرگ بارمان,۳ از ۵,True,True,True,۲,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
مجیدیه,,,,۷٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۱۱۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,,
آجودانیه,۱۶۹,۱۳۹۰,۳,۲۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۴۴٬۹۷۰٬۰۰۰ تومان,,۳ از ۵,True,True,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
باغ فیض,۸۵,۱۳۹۴,۲,۸٬۶۷۰٬۰۰۰٬۰۰۰ تومان,۱۰۲٬۰۰۰٬۰۰۰ تومان,مسکن نامی,۳ از ۷,True,True,True,بیشتر از ۸,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
گیشا (کوی نصر),۸۵,۱۳۷۵,۲,۷٬۱۵۰٬۰۰۰٬۰۰۰ تومان,۸۴٬۱۱۸٬۰۰۰ تومان,,۱,True,True,True,,,,,
آذربایجان,۶۷,۱۴۰۰,۲,۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۶۷٬۱۶۴٬۰۰۰ تومان,آینده,۱ از ۵,True,True,True,۲,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
دریاچه شهدای خلیج فارس,۱۲۹,۱۴۰۲,۳,۵٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۴۴٬۹۶۱٬۰۰۰ تومان,نخل,۲۶ از ۳۰,True,True,True,بیشتر از ۸,سایر,شرقی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
پونک,,,,۳۰۰٬۰۰۰٬۰۰۰ تومان,۲۰۰٬۰۰۰ تومان,,,,,,,,,,
آذربایجان,,,,۷٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۹۶٬۰۰۰٬۰۰۰ تومان,,,,,,,,,,
آجودانیه,۱۴۵,۱۴۰۱,۳,۲۴٬۶۵۰٬۰۰۰٬۰۰۰ تومان,۱۷۰٬۰۰۰٬۰۰۰ تومان,معتمد,۳ از ۵,True,True,True,۲,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
سعادت‌آباد,۶۶,۱۳۸۷,۱,۸٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۲۸٬۷۸۸٬۰۰۰ تومان,املاک خانه,۲ از ۴,,True,,۲,تک‌برگ,,,"آسانسور ندارد,پارکینگ,انباری ندارد,بالکن,جنس کف سرامیک,سرویس بهداشتی فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
سعادت‌آباد,۱۵۱,۱۴۰۱,۳,۳۳٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۲۲۴٬۵۰۳٬۰۰۰ تومان,گروه مشاورين املاک يوسفيان,۵,True,True,True,,,,,
درکه,۱۲۰,۱۳۹۲,۲,۱۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۳۳٬۳۳۳٬۰۰۰ تومان,پیوند,۵ از ۶,True,True,True,۱,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
گیشا (کوی نصر),۸۸,۱۳۷۹,۲,۱۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۱۳٬۶۳۶٬۰۰۰ تومان,املاک کــاخ,۱,,True,True,,تک‌برگ,جنوبی,بازسازی شده,"آسانسور ندارد,پارکینگ,انباری,بالکن,جنس کف پارکت لمینت,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
سهروردی,۱۴۲,۱۳۷۳,۳,۹٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۶۴٬۰۸۵٬۰۰۰ تومان,,۴ از ۴,,True,True,۱,منگوله‌دار,شمالی,بازسازی شده,"آسانسور ندارد,پارکینگ,انباری,جنس کف پارکت چوب,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
مرزداران,۸۵,۱۳۸۸,۲,۸٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۹۷٬۶۴۷٬۰۰۰ تومان,,۲,True,True,,,,,,
جی,۶۲,۱۳۹۲,۱,۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۴۵٬۱۶۱٬۰۰۰ تومان,,۳ از ۵,True,True,,۲,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری ندارد,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش بخاری"
تهران‌نو,۵۶,۱۳۸۰,۱,۳٬۷۵۰٬۰۰۰٬۰۰۰ تومان,۶۶٬۹۶۴٬۰۰۰ تومان,,۳ از ۴,,,True,۱,,غربی,بازسازی شده,"آسانسور ندارد,پارکینگ ندارد,انباری,بالکن ندارد,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر گازی,گرمایش شوفاژ"
سهروردی,۶۱,۱۳۸۲,۲,۶٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۱٬۶۳۹٬۰۰۰ تومان,خانه من,۱,,True,True,,,,,
افسریه,۷۰,۱۴۰۲,۲,۵٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۷۵٬۷۱۴٬۰۰۰ تومان,,۳ از ۴,True,True,True,۱,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
دریاچه شهدای خلیج فارس,۱۵۰,۱۴۰۲,۳,۲٬۸۱۲٬۵۰۰٬۰۰۰ تومان,۱۸٬۷۵۰٬۰۰۰ تومان,,۳۰+ از بیشتر از ۳۰,True,True,True,۶,,,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
جنت‌آباد مرکزی,۱۱۰,۱۳۹۷,۲,۹٬۸۵۰٬۰۰۰٬۰۰۰ تومان,۸۹٬۵۴۵٬۰۰۰ تومان,املاک بزرگ تاج محل,۱,True,True,True,۲,تک‌برگ,,,"آسانسور,پارکینگ,انباری,بالکن"
پونک,۱۰۲,۱۳۸۰,۲,۸٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۸۳٬۳۳۳٬۰۰۰ تومان,تهران غرب,۱,,,True,,تک‌برگ,جنوبی,بازسازی شده,"آسانسور ندارد,پارکینگ ندارد,انباری,بالکن,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
میرداماد,۱۲۰,۱۳۸۵,۳,۱۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۸٬۳۳۳٬۰۰۰ تومان,گروه مشاورین رایزن سازه خانه شما,۲,True,True,True,,,,,
زعفرانیه,۲۰۴,۱۳۹۵,۳,۴۸٬۹۶۰٬۰۰۰٬۰۰۰ تومان,۲۴۰٬۰۰۰٬۰۰۰ تومان,,۱,True,True,True,,,,,
دزاشیب,۱۳۰,۱۳۹۱,۳,۱۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۳۸٬۴۶۲٬۰۰۰ تومان,گروه مشاورین سروستان,۲ از ۵,True,True,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
باغ فیض,۱۲۳,۱۳۹۹,۳,۱۷٬۸۳۵٬۰۰۰٬۰۰۰ تومان,۱۴۵٬۰۰۰٬۰۰۰ تومان,مسکن نامی,۶ از ۸,True,True,True,۸,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش اسپلیت,گرمایش شوفاژ"
تهرانپارس شرقی,,,,توافقی,,,,,,,,,,,
منیریه,۶۵,۱۳۹۳,۱,۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴۶٬۱۵۴٬۰۰۰ تومان,مسکن برتر,۳ از ۴,True,True,True,۴,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
قیطریه,۶۵,۱۴۰۲,۱,۱۱٬۰۵۰٬۰۰۰٬۰۰۰ تومان,۱۷۰٬۰۰۰٬۰۰۰ تومان,,۲,True,True,True,,,,,
مرزداران,۹۷,۱۳۹۰,۳,۹٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۰٬۰۰۰٬۰۰۰ تومان,املاک کریمان,۲ از ۵,True,True,True,۶,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر گازی,گرمایش شوفاژ"
اوقاف,۷۰,۱۴۰۲,۱,۵٬۱۵۰٬۰۰۰٬۰۰۰ تومان,۷۳٬۵۷۱٬۰۰۰ تومان,,۵ از ۵,True,True,True,۳,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
سبلان,۶۰,۱۳۹۴,۲,۳٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۵۵٬۰۰۰٬۰۰۰ تومان,گروه بزرگ کوچ,۳ از ۴,,True,True,۱,تک‌برگ,,,"آسانسور ندارد,پارکینگ,انباری,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش اسپلیت,گرمایش شوفاژ"
دردشت,۸۰,۱۳۹۵,۲,۷٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۹۱٬۲۵۰٬۰۰۰ تومان,البرز میرداماد,۲,True,True,,,تک‌برگ,,بازسازی شده,"آسانسور,پارکینگ,انباری ندارد,بالکن"
میرداماد,۱۴۳,۱۳۹۴,۳,۱۶٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۱۱۴٬۶۸۵٬۰۰۰ تومان,گروه مشاورین رایزن سازه خانه شما,۴ از ۵,True,True,True,۲,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
کوی فردوس,۶۵,۱۳۹۰,۱,۴٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۷۳٬۸۴۶٬۰۰۰ تومان,گروه مشاورین واملاک بزرگ ارکان,۴,True,True,True,,,,,
نیرو هوایی,۱۰۰,۱۳۸۵,۲,۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۷۵٬۰۰۰٬۰۰۰ تومان,,۳ از ۴,True,True,True,۱,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
تهرانپارس غربی,۹۷,۱۳۸۳,۲,۱۰٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۴٬۱۲۴٬۰۰۰ تومان,,۵ از ۵,True,True,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف پارکت لمینت,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
زعفرانیه,۱۲۸,۱۳۹۱,۲,۱۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۱۷٬۱۸۸٬۰۰۰ تومان,املاک رویال زعفرانیه,همکف,True,True,True,,,,,
امیر بهادر,۴۴,۱۳۸۲,۱,۱٬۹۵۰٬۰۰۰٬۰۰۰ تومان,۴۴٬۳۱۸٬۰۰۰ تومان,گروه بزرگ کوچ,۱,,,True,,تک‌برگ,جنوبی,,"آسانسور ندارد,پارکینگ ندارد,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش بخاری"
تهران‌سر,۶۵,۱۳۸۵,۲,۳٬۶۴۰٬۰۰۰٬۰۰۰ تومان,۵۶٬۰۰۰٬۰۰۰ تومان,,۱ از ۴,,,True,۴,تک‌برگ,شمالی,,"آسانسور ندارد,پارکینگ ندارد,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش بخاری"
جنت‌آباد شمالی,۹۵,۱۴۰۲,۲,۱۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۵٬۲۶۳٬۰۰۰ تومان,آینده سازان,۵ از ۵,True,True,True,۲,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
کاظم‌آباد,۸۳,۱۴۰۲,۲,۷٬۹۸۰٬۰۰۰٬۰۰۰ تومان,۹۶٬۱۴۵٬۰۰۰ تومان,املاک مبدأ,۵ از ۵,True,True,True,,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
بهار,۱۰۲,۱۴۰۰,۲,۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۷۳٬۵۲۹٬۰۰۰ تومان,مسکن بزرگ سراج,۱ از ۴,True,True,True,۴,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
جنت‌آباد جنوبی,۹۰,۱۳۸۸,۲,۷٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۸۰٬۰۰۰٬۰۰۰ تومان,گروه مشاورین املاک ** الف **,۲,True,True,True,,,,,
شهرک راه‌آهن,,,,۷۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۴۰٬۰۰۰٬۰۰۰ تومان,نوروزی,,,,,,,,,
سبلان,۹۱,۱۴۰۲,۲,۶٬۴۵۰٬۰۰۰٬۰۰۰ تومان,۷۰٬۸۷۹٬۰۰۰ تومان,شاهین مسکن,۳,True,True,True,۳,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
مسعودیه,۵۰,۱۳۸۵,۱,۱٬۷۵۰٬۰۰۰٬۰۰۰ تومان,۳۵٬۰۰۰٬۰۰۰ تومان,املاک بهزاد,۲,True,,True,,,,,
هاشم‌آباد,۱۱۱,۱۳۹۲,۳,۲٬۹۵۰٬۰۰۰٬۰۰۰ تومان,۲۶٬۵۷۷٬۰۰۰ تومان,,همکف,True,True,True,,,,,
لشکر,۵۰,۱۳۹۲,۱,۲٬۹۴۰٬۰۰۰٬۰۰۰ تومان,۵۸٬۸۰۰٬۰۰۰ تومان,گروه بزرگ کوچ,۳,,True,True,,,,,
