district_name,real_estate_type,real_estate_area,total_rooms,number_of_parking,real_estate_age,price,facilities,floor
جیحون,آپارتمان,54,1,0,24,2900000000,"انباری,بالکن",
جیحون,آپارتمان,48,1,0,8,2350000000,"انباری,بالکن",1
بلوار فردوس,آپارتمان,55,1,1,1,4500000000,"آسانسور,انباری,بالکن",1
هاشمی,آپارتمان,44,2,0,11,2750000000,"آسانسور,انباری",
جیحون,آپارتمان,43,1,0,22,2350000000,انباری,1
جیحون,آپارتمان,46,1,1,11,3500000000,"آسانسور,انباری,بالکن",1
سلسبیل(رودکی),آپارتمان,40,1,0,21,2400000000,انباری,1
جیحون,آپارتمان,51,1,0,26,2700000000,انباری,1
سلسبیل(رودکی),آپارتمان,42,1,0,23,2500000000,"انباری,بالکن",1
سلسبیل(رودکی),آپارتمان,48,2,0,21,2650000000,"انباری,بالکن",
جیحون,آپارتمان,44,1,1,18,3100000000,"انباری,بالکن",
کارون,آپارتمان,55,2,1,22,3700000000,"انباری,بالکن",2
دروس,آپارتمان,116,2,3,2,20000000000,"آسانسور,انباری,بالکن,سرایداری,لابی",2
جیحون,آپارتمان,35,1,0,26,2050000000,"انباری,بالکن",
سلسبیل(رودکی),آپارتمان,42,1,0,19,2300000000,"انباری,بالکن",1
سلسبیل(رودکی),آپارتمان,43,1,0,26,2700000000,"انباری,بالکن",
سلسبیل(رودکی),آپارتمان,42,1,0,22,2420000000,"انباری,بالکن",1
قیطریه,آپارتمان,94,2,1,10,11800000000,"آسانسور,انباری,بالکن,سرایداری,لابی",2
جیحون,آپارتمان,36,1,0,7,2550000000,"آسانسور,انباری,بالکن",1
جیحون,آپارتمان,33,,0,24,2450000000,"انباری,بالکن",
بلوار فردوس,آپارتمان,66,1,1,18,6400000000,"انباری,بالکن",
سلسبیل(رودکی),آپارتمان,41,1,0,27,2350000000,"انباری,بالکن",
سلسبیل(رودکی),آپارتمان,41,1,0,27,2400000000,"انباری,بالکن",1
سلسبیل(رودکی),آپارتمان,34,1,0,15,2350000000,"انباری,بالکن",1
سلسبیل(رودکی),آپارتمان,35,1,0,27,2250000000,"انباری,بالکن",1
سلسبیل(رودکی),آپارتمان,38,1,0,27,2200000000,انباری,1
جیحون,آپارتمان,47,1,1,14,3200000000,"آسانسور,انباری,بالکن",1
جیحون,آپارتمان,53,1,1,20,2950000000,"آسانسور,انباری,بالکن",1
جنت آباد جنوبی,آپارتمان,85,2,1,11,9700000000,"آسانسور,انباری,بالکن",2
سعادت آباد,آپارتمان,91,2,1,1,18000000000,"آسانسور,انباری,بالکن,لابی,روف گاردن,اعلام حریق,اطفا حریق",2
تهرانسر,آپارتمان,104,2,1,10,7176000000,"آسانسور,انباری,بالکن",2
تهرانسر,آپارتمان,102,3,1,3,6800000000,"آسانسور,انباری,بالکن,اتاق مستر,پاسیو",
جیحون,آپارتمان,38,1,0,7,2800000000,"آسانسور,انباری,بالکن",1
پونک,آپارتمان,57,1,1,7,6200000000,"آسانسور,انباری,بالکن,پارکینگ مهمان",1
بلوار فردوس,آپارتمان,75,2,1,2,7500000000,"آسانسور,انباری,بالکن",2
نواب,آپارتمان,50,1,0,19,2380000000,"انباری,بالکن",
تهرانسر,آپارتمان,98,2,2,8,7400000000,"آسانسور,انباری,بالکن",2
سلسبیل(رودکی),آپارتمان,61,2,0,14,3230000000,"انباری,بالکن",2
بلوار فردوس,آپارتمان,86,2,2,1,10300000000,"آسانسور,انباری,سرایداری,نگهبانی,اعلام حریق,اطفا حریق,پارکینگ مهمان",2
باغ فیض,آپارتمان,46,1,1,6,5600000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق",1
باغ فیض,آپارتمان,72,2,1,1,8500000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق",2
باغ فیض,آپارتمان,50,1,1,12,6000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق",1
باغ فیض,آپارتمان,75,2,1,3,8000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق",2
باغ فیض,آپارتمان,49,1,1,5,6000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق",1
جیحون,آپارتمان,33,1,0,25,2430000000,"انباری,بالکن",1
جنت آباد شمالی,آپارتمان,86,2,1,11,10000000000,"آسانسور,انباری,بالکن",2
استادمعین,آپارتمان,57,1,1,0,3310000000,"آسانسور,انباری,بالکن",1
استادمعین,آپارتمان,71,2,0,9,4310000000,,
استادمعین,آپارتمان,68,2,0,6,3410000000,"آسانسور,انباری,بالکن",2
استادمعین,آپارتمان,57,1,1,2,3450000000,"آسانسور,انباری,بالکن",1
بلوار فردوس,آپارتمان,64,2,1,18,5400000000,"انباری,بالکن",2
هاشمی,آپارتمان,65,2,0,14,2980000000,,2
سازمان برنامه شمالی,آپارتمان,80,3,1,1401,6500000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق",
بلوار فردوس,آپارتمان,65,1,1,17,4500000000,"انباری,بالکن,اعلام حریق,اطفا حریق",1
بلوار فردوس,آپارتمان,65,2,1,17,5800000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق",2
سلسبیل(رودکی),آپارتمان,42,1,0,22,2600000000,انباری,1
جنت آباد جنوبی,آپارتمان,112,2,1,1,14250000000,"آسانسور,انباری,بالکن",2
سازمان برنامه مرکزی,آپارتمان,110,3,1,17,9000000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق",3
بلوار فردوس,آپارتمان,64,2,1,16,6100000000,"آسانسور,انباری,بالکن",2
بلوار فردوس,آپارتمان,100,2,1,10,8000000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق",2
سازمان برنامه شمالی,آپارتمان,95,2,1,17,9200000000,"آسانسور,بالکن",2
بلوار فردوس,آپارتمان,77,2,1,17,4800000000,"انباری,بالکن,اعلام حریق,اطفا حریق",2
جیحون,آپارتمان,35,1,0,26,2050000000,"انباری,بالکن",
سلسبیل(رودکی),آپارتمان,42,1,0,22,2400000000,بالکن,1
بلوار فردوس,آپارتمان,50,1,1,2,4800000000,"آسانسور,انباری,بالکن",1
سلسبیل(رودکی),آپارتمان,54,1,0,21,3050000000,"آسانسور,انباری,بالکن",1
جنت آباد جنوبی,آپارتمان,65,1,1,17,4900000000,"انباری,بالکن,اعلام حریق,اطفا حریق",1
سلسبیل(رودکی),آپارتمان,42,1,0,23,2650000000,"انباری,بالکن",
جیحون,آپارتمان,66,2,1,12,4250000000,"انباری,بالکن,نورپردازی",2
بلوار فردوس,آپارتمان,67,1,1,12,6500000000,"آسانسور,انباری,بالکن",1
آذربایجان,آپارتمان,62,2,0,22,4300000000,"انباری,بالکن,نورپردازی",2
جیحون,آپارتمان,64,2,0,14,4200000000,"انباری,بالکن,اعلام حریق,اطفا حریق,نورپردازی",2
امام خمینی,آپارتمان,61,2,0,1,4390000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق,نورپردازی",2
جیحون,آپارتمان,60,2,0,16,3850000000,"انباری,بالکن",2
محله,آپارتمان,50,1,1,2,4800000000,"آسانسور,بالکن",1
سعادت آباد,آپارتمان,86,2,1,1,16300000000,"آسانسور,انباری,بالکن,سرایداری,لابی,نورپردازی,جاروبرقی مرکزی",2
اباذر,آپارتمان,78,2,1,19,8500000000,"آسانسور,انباری,بالکن",2
شهرک غرب,آپارتمان,1383,1,3,1399,24000000000,"آسانسور,انباری,بالکن",
شهرک غرب,آپارتمان,280,4,3,0,89000000000,"آسانسور,انباری,بالکن,نگهبانی,سالن اجتماعات,لابی,اتاق مستر",4
شهرک غرب,آپارتمان,118,,0,7,22000000000,"آسانسور,انباری,بالکن,اتاق مستر",
بریانک,آپارتمان,82,2,1,2,5500000000,"آسانسور,انباری,بالکن",2
بلوار فردوس,آپارتمان,74,2,1,18,توافقی,"آسانسور,انباری,بالکن",2
شهرک غرب,آپارتمان,160,3,2,27,25500000000,"آسانسور,انباری,بالکن",3
باغ فیض,آپارتمان,68,2,1,18,6000000000,"آسانسور,انباری,بالکن",2
استادمعین,آپارتمان,55,1,1,0,3370000000,"آسانسور,انباری,بالکن",1
جیحون,آپارتمان,77,2,1,6,4450000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق,نورپردازی",2
جیحون,آپارتمان,60,2,0,15,3700000000,"انباری,بالکن,نورپردازی",2
سلسبیل(رودکی),آپارتمان,61,2,0,5,4450000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق",2
جیحون,آپارتمان,70,2,1,11,4200000000,"انباری,بالکن,اعلام حریق,اطفا حریق,نورپردازی",2
سلسبیل(رودکی),آپارتمان,70,2,0,19,4250000000,"انباری,بالکن,اعلام حریق,اطفا حریق",2
کارون,آپارتمان,65,2,0,12,3900000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق,نورپردازی",2
بلوار فردوس,آپارتمان,72,1,1,1,7000000000,"آسانسور,انباری,بالکن",1
بلوار فردوس,آپارتمان,75,2,1,16,7500000000,"آسانسور,انباری,بالکن",2
سلسبیل(رودکی),آپارتمان,64,2,1,15,4250000000,"انباری,بالکن,اعلام حریق,اطفا حریق,نورپردازی",2
بلوار فردوس,آپارتمان,76,2,1,17,7500000000,"آسانسور,انباری,بالکن",2
کارون,آپارتمان,64,2,0,13,3700000000,"انباری,بالکن,نورپردازی",2
جیحون,آپارتمان,65,2,1,18,4200000000,"انباری,بالکن,اعلام حریق,اطفا حریق,نورپردازی",2
دروس,آپارتمان,130,3,2,7,25000000000,"آسانسور,انباری,بالکن,سرایداری,لابی",3
بلوار فردوس,آپارتمان,,,0,,5300000000,,
سلسبیل(رودکی),آپارتمان,60,2,1,14,3800000000,"انباری,بالکن,اعلام حریق,اطفا حریق,نورپردازی",2
سلسبیل(رودکی),آپارتمان,63,2,0,11,3900000000,"انباری,بالکن",2
کارون,آپارتمان,64,2,1,19,3450000000,"انباری,بالکن",2
کیانشهر,آپارتمان,114,2,1,8,5350000000,"آسانسور,انباری",2
فردوسی,آپارتمان,50,1,0,12,3300000000,"آسانسور,انباری",1
شهرک نفت,آپارتمان,160,3,1,2,44000000000,"آسانسور,انباری,بالکن,سالن اجتماعات,لابی",3
باغ فیض,آپارتمان,75,2,0,15,5800000000,"انباری,بالکن,سرایداری,نگهبانی,اتاق مستر",2
خیابان گرگان,آپارتمان,33,1,0,21,2030000000,"آسانسور,انباری",1
قیطریه,آپارتمان,200,4,3,1,42000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اتاق مستر",
رستم آباد و اختیاریه,آپارتمان,100,2,1,2,17500000000,"آسانسور,انباری,بالکن,سرایداری,لابی",
بلوار فردوس,آپارتمان,75,2,1,2,7500000000,"آسانسور,انباری,بالکن",2
قصرالدشت,آپارتمان,64,2,0,15,3250000000,"انباری,بالکن",2
آجودانیه,آپارتمان,168,3,1,0,70000000000,"آسانسور,انباری,بالکن,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,لابی من,باشگاه,اتاق مستر",3
رستم آباد و اختیاریه,آپارتمان,138,3,1,1,20700000000,"آسانسور,انباری,بالکن,سرایداری,لابی",3
قیطریه,آپارتمان,160,3,1,0,32000000000,"آسانسور,انباری,بالکن,سرایداری,لابی,اتاق مستر",3
قبا,آپارتمان,120,3,1,9,13800000000,"آسانسور,انباری,سرایداری,لابی",3
بلوار فردوس,آپارتمان,57,1,1,18,6100000000,,1
جنت آباد جنوبی,آپارتمان,63,1,0,16,5200000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,اعلام حریق,اطفا حریق",1
قبا,آپارتمان,115,2,1,3,19000000000,"آسانسور,انباری,بالکن,سرایداری,لابی",2
سلسبیل(رودکی),آپارتمان,62,2,0,15,4200000000,"انباری,بالکن,نورپردازی",
بلوار فردوس,آپارتمان,55,,0,,5000000000,"آسانسور,انباری,بالکن,سرایداری,سالن اجتماعات,اعلام حریق,اطفا حریق,اتاق مستر",
سلسبیل(رودکی),آپارتمان,62,1,1,10,4650000000,"آسانسور,انباری,بالکن",1
سلسبیل(رودکی),آپارتمان,60,2,0,16,3500000000,"آسانسور,انباری,بالکن,نورپردازی",2
سلسبیل(رودکی),آپارتمان,58,1,0,21,3850000000,"انباری,بالکن",
زعفرانیه,آپارتمان,185,3,1,15,36500000000,"آسانسور,انباری,بالکن,سالن اجتماعات,سونا,جکوزی",3
بلوار فردوس,آپارتمان,59,1,1,9,5900000000,"آسانسور,انباری,بالکن",1
حکمت,آپارتمان,170,3,2,0,27200000000,,3
پونک,آپارتمان,71,,0,,5900000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق,نورپردازی,اتاق مستر",
هروی,آپارتمان,188,3,2,1,23500000000,"آسانسور,انباری,بالکن,سرایداری,سالن اجتماعات,لابی",
بریانک,آپارتمان,53,1,1,19,2450000000,انباری,1
نیاوران,آپارتمان,160,3,1,0,34000000000,"آسانسور,انباری,سرایداری,لابی,روف گاردن,اتاق مستر",3
بلوار فردوس,آپارتمان,54,1,1,10,5800000000,"آسانسور,انباری,بالکن",1
بلوار فردوس,آپارتمان,75,2,1,16,6200000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,اعلام حریق,اطفا حریق",2
قیطریه,آپارتمان,166,3,2,17,20000000000,"آسانسور,انباری,بالکن,سرایداری,لابی,اتاق مستر",3
نیاوران,آپارتمان,173,3,1,10,4150000000,"بالکن,سالن اجتماعات,لابی,سونا,جکوزی,روف گاردن,لابی من",3
بلوار فردوس,آپارتمان,70,2,1,18,6200000000,"انباری,بالکن,سرایداری,اعلام حریق,اطفا حریق",2
ولنجک,آپارتمان,160,3,2,3,45600000000,"آسانسور,انباری,سالن اجتماعات,لابی,روف گاردن,لابی من",3
قلهک,آپارتمان,145,3,1,1,22500000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,لابی,اتاق مستر,پاسیو",3
سعادت آباد,آپارتمان,100,3,1,16,15000000000,"آسانسور,انباری,بالکن,سرایداری",3
شهرک غرب,آپارتمان,97,4,2,12,14600000000,"آسانسور,انباری,بالکن",
زمزم,آپارتمان,48,1,0,10,1850000000,"آسانسور,انباری",1
یافت آباد,آپارتمان,56,1,0,18,1940000000,"آسانسور,انباری",1
لویزان و شیان,آپارتمان,220,2,1,0,2350000000,"آسانسور,انباری",2
خزانه,آپارتمان,105,2,1,7,4800000000,"آسانسور,انباری",2
شهرک سینمایی غزالی,آپارتمان,72,2,1,2,5200000000,"آسانسور,انباری",2
عباس آباد,آپارتمان,112,2,1,0,16240000000,"آسانسور,انباری",2
دولت اباد,آپارتمان,85,4,0,1400,3750000000,"آسانسور,انباری",
امام خمینی,آپارتمان,73,2,1,10,4050000000,"آسانسور,انباری",2
امیریه,آپارتمان,90,2,1,0,7200000000,"آسانسور,انباری",2
نارمک,آپارتمان,141,3,1,0,17740000000,"آسانسور,انباری",3
تهرانپارس,آپارتمان,107,2,1,1,3350000000,"آسانسور,انباری",2
شهرک آزادی,آپارتمان,68,2,1,10,5150000000,"آسانسور,انباری",2
زینبیه,آپارتمان,120,2,1,27,5500000000,"آسانسور,انباری",2
هروی,آپارتمان,90,2,1,12,13000000000,"آسانسور,انباری,سرایداری,لابی",
فرمانیه,آپارتمان,152,3,1,17,30400000000,"آسانسور,انباری,بالکن,سرایداری,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,لابی من,اتاق مستر",3
عبدل آباد,آپارتمان,90,2,0,1,1980000000,"آسانسور,انباری",2
صفا,آپارتمان,48,1,1,18,2800000000,"آسانسور,انباری",1
پلیس,آپارتمان,100,2,1,12,11000000000,"آسانسور,انباری",2
لویزان و شیان,آپارتمان,110,2,1,0,1400000000,"آسانسور,انباری",2
دولت اباد,آپارتمان,128,2,1,5,8320000000,"آسانسور,انباری",2
شادآباد,آپارتمان,44,1,1,11,2250000000,"آسانسور,انباری",1
تهران نو,آپارتمان,51,1,0,17,3850000000,"آسانسور,انباری",1
نعمت آباد,آپارتمان,84,2,1,1,3000000000,"آسانسور,انباری",2
هروی,آپارتمان,118,2,1,1,15400000000,"آسانسور,انباری,سرایداری,نگهبانی,لابی",
جمهوری,آپارتمان,75,2,1,0,7500000000,"آسانسور,انباری",2
منیریه,آپارتمان,55,1,0,12,2850000000,"آسانسور,انباری",1
مولوی,آپارتمان,50,1,0,3,1770000000,"آسانسور,انباری",1
پیروزی,آپارتمان,58,1,1,16,4700000000,"آسانسور,انباری",1
ایران,آپارتمان,84,2,1,0,7100000000,"آسانسور,انباری",2
آپادانا,آپارتمان,125,3,1,18,11600000000,"آسانسور,انباری",3
دردشت,آپارتمان,32,1,0,7,3100000000,"آسانسور,انباری",1
خانی آباد,آپارتمان,72,2,1,6,3500000000,"آسانسور,انباری",2
صد دستگاه,آپارتمان,122,3,1,0,7950000000,"آسانسور,انباری",3
محله,آپارتمان,47,1,1,14,1800000000,"آسانسور,انباری",1
شهرک بروجردی,آپارتمان,72,1,1,0,4180000000,"آسانسور,انباری",1
زهتابی,آپارتمان,49,1,1,7,2200000000,"آسانسور,انباری",1
آذربایجان,آپارتمان,65,2,1,1,4200000000,"آسانسور,انباری,بالکن,اتاق مستر",2
رستم آباد و اختیاریه,آپارتمان,165,3,1,18,20000000000,"آسانسور,انباری,بالکن,لابی,اتاق مستر",3
مخصوص,آپارتمان,65,2,1,4,4250000000,"آسانسور,انباری",2
امین حضور,آپارتمان,52,1,0,17,1840000000,"آسانسور,انباری",1
شهرک غرب,آپارتمان,1390,2,2,1399,22000000000,"آسانسور,انباری,بالکن",
خزانه,آپارتمان,94,2,1,6,4200000000,"آسانسور,انباری",2
کارگر شمالی,آپارتمان,140,3,1,10,12000000000,"آسانسور,انباری",3
زمزم,آپارتمان,61,1,1,5,2700000000,"آسانسور,انباری",1
صفا,آپارتمان,50,1,0,20,3200000000,"آسانسور,انباری",1
مجیدیه,آپارتمان,55,1,1,15,3880000000,"آسانسور,انباری",1
شهرک ولیعصر,آپارتمان,60,2,1,10,2450000000,"آسانسور,انباری",2
شهرک استقلال,آپارتمان,106,2,1,2,3900000000,"آسانسور,انباری",2
قنات کوثر,آپارتمان,83,2,1,7,7750000000,"آسانسور,انباری",2
تهرانپارس,آپارتمان,87,2,1,8,9500000000,"آسانسور,انباری",2
قیام,آپارتمان,78,2,0,19,4500000000,"آسانسور,انباری",2
افسریه,آپارتمان,68,2,1,0,4700000000,"آسانسور,انباری",2
هفده شهریور,آپارتمان,55,1,1,3,2880000000,"آسانسور,انباری",1
باغ آذری,آپارتمان,64,2,0,12,2900000000,"آسانسور,انباری",2
زرگنده,آپارتمان,95,2,1,2,2090000000,"آسانسور,انباری",2
نازی آباد,آپارتمان,63,1,1,0,3528000000,"آسانسور,انباری",1
شهرک بروجردی,آپارتمان,75,2,1,4,3850000000,"آسانسور,انباری",2
شهرک غرب,آپارتمان,150,3,1,20,20800000000,"آسانسور,انباری,بالکن",3
جنت آباد جنوبی,آپارتمان,85,2,1,5,11800000000,"آسانسور,انباری,بالکن,اطفا حریق,آبنما,لابی من,پارکینگ مهمان,نورپردازی",2
جنت آباد جنوبی,آپارتمان,76,2,1,11,7550000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق,پارکینگ مهمان,نورپردازی",
جنت آباد جنوبی,آپارتمان,95,2,1,1,توافقی,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق,آبنما,پارکینگ مهمان,نورپردازی",2
جنت آباد جنوبی,آپارتمان,70,2,1,13,7450000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق,پارکینگ مهمان,نورپردازی",2
جنت آباد جنوبی,آپارتمان,85,2,1,5,10200000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق,پارکینگ مهمان,نورپردازی",2
اباذر,آپارتمان,80,2,1,5,8600000000,"آسانسور,انباری,بالکن",2
هروی,آپارتمان,95,2,1,16,12350000000,"آسانسور,انباری,سرایداری,لابی,پاسیو",
جنت آباد جنوبی,آپارتمان,90,2,1,8,10600000000,"آسانسور,انباری,بالکن,لابی",2
جنت آباد جنوبی,آپارتمان,75,2,1,9,8500000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق,لابی من,پارکینگ مهمان,نورپردازی",2
پیروزی,آپارتمان,55,1,0,20,4800000000,"آسانسور,انباری",1
جنت آباد جنوبی,آپارتمان,75,2,1,9,8500000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق,لابی من,پارکینگ مهمان,نورپردازی",2
بهار,آپارتمان,80,2,1,16,6800000000,"آسانسور,انباری",2
آپادانا,آپارتمان,103,2,1,10,15300000000,"آسانسور,انباری",2
مدائن,آپارتمان,112,2,1,0,13300000000,"آسانسور,انباری",2
جمهوری,آپارتمان,90,2,1,0,8500000000,"آسانسور,انباری",2
نارمک,آپارتمان,87,2,1,18,9300000000,"آسانسور,انباری",2
بلوار فردوس,آپارتمان,59,1,1,15,6000000000,"آسانسور,انباری,بالکن",1
دروس,آپارتمان,120,2,3,5,21000000000,"آسانسور,انباری,سرایداری,سالن اجتماعات,لابی,روف گاردن,اتاق مستر",
نیروی هوایی,آپارتمان,86,2,1,9,7450000000,"آسانسور,انباری",2
سوهانک,آپارتمان,170,3,1,4,24500000000,"آسانسور,انباری,سالن اجتماعات,لابی,لابی من,اتاق مستر",3
دارآباد,آپارتمان,302,4,2,10,توافقی,"آسانسور,انباری,بالکن,سرایداری,لابی,استخر,سونا,جکوزی,لابی من",4
شهرک نفت,آپارتمان,85,2,1,17,6000000000,"انباری,بالکن",2
شهرک نفت,آپارتمان,98,2,1,3,10300000000,"آسانسور,انباری",2
باغ فیض,آپارتمان,73,2,1,1,8300000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق,اطفا حریق,آبنما,لابی من,پارکینگ مهمان,نورپردازی,باشگاه,آلاچیق,جاروبرقی مرکزی",2
باغ فیض,آپارتمان,50,1,3,8,6300000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق",1
جنت آباد مرکزی,آپارتمان,81,2,1,8,10000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,اعلام حریق,آلاچیق",2
پاسداران,آپارتمان,170,3,1,10,23000000000,"آسانسور,انباری,بالکن,سرایداری",
باغ فیض,آپارتمان,70,2,1,11,7500000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق,اطفا حریق,آبنما,لابی من,پارکینگ مهمان,نورپردازی,باشگاه,آلاچیق,جاروبرقی مرکزی",2
رستم آباد و اختیاریه,آپارتمان,110,2,1,0,15400000000,"آسانسور,انباری,بالکن,سرایداری,لابی",
جنت آباد شمالی,آپارتمان,80,2,1,5,8600000000,"آسانسور,انباری,بالکن",2
شهرک غرب,آپارتمان,1388,5,1,1400,14500000000,"آسانسور,انباری,بالکن",
جنت آباد مرکزی,آپارتمان,95,2,1,8,10500000000,"آسانسور,انباری,بالکن",2
جنت آباد جنوبی,آپارتمان,95,2,1,14,10600000000,"آسانسور,انباری,بالکن",2
سازمان برنامه شمالی,آپارتمان,117,3,1,19,12000000000,"آسانسور,انباری,بالکن",3
آذربایجان,آپارتمان,45,1,1,9,2500000000,"آسانسور,انباری,بالکن",1
جنت آباد مرکزی,آپارتمان,65,1,1,8,7000000000,"آسانسور,انباری,بالکن",1
سلسبیل(رودکی),آپارتمان,50,1,0,8,2900000000,"آسانسور,انباری,بالکن",1
پاسداران,آپارتمان,189,3,2,0,34965000000,"آسانسور,انباری,بالکن,سرایداری",
نازی آباد,آپارتمان,64,1,0,27,3580000000,"آسانسور,انباری",1
رستم آباد و اختیاریه,آپارتمان,108,2,1,0,15400000000,"آسانسور,انباری,سرایداری,لابی",
بریانک,آپارتمان,50,1,0,6,2550000000,"آسانسور,انباری,بالکن",1
استخر,آپارتمان,56,1,1,18,3700000000,"آسانسور,انباری",1
پاسداران,آپارتمان,126,3,2,0,19500000000,"آسانسور,انباری,بالکن,سرایداری,لابی",
اسکندری,آپارتمان,86,2,1,5,5300000000,"آسانسور,انباری",2
مشیریه,آپارتمان,66,2,1,13,2640000000,"آسانسور,انباری",2
تولید دارو,آپارتمان,38,1,0,18,2050000000,"آسانسور,انباری",1
بریانک,آپارتمان,64,2,0,19,2480000000,,2
حر,آپارتمان,68,2,1,12,4800000000,"آسانسور,انباری",2
جنت آباد مرکزی,آپارتمان,72,,0,20,5600000000,"انباری,بالکن",
دریاچه خلیج فارس,آپارتمان,125,3,1,6,11000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,اعلام حریق,اطفا حریق,آبنما,لابی من,پارکینگ مهمان,نورپردازی,باشگاه",3
نارمک منطقه 4,آپارتمان,60,1,1,7,3600000000,"آسانسور,انباری",1
جنت آباد مرکزی,آپارتمان,78,2,1,2,10300000000,"آسانسور,انباری,بالکن",2
دروس,آپارتمان,111,2,1,0,18500000000,"آسانسور,انباری,سرایداری,لابی,اتاق مستر",
شهرزیبا,آپارتمان,60,1,1,8,5600000000,"آسانسور,انباری,بالکن",1
جنت آباد مرکزی,آپارتمان,114,3,1,7,13000000000,"آسانسور,انباری,بالکن",3
کارون شمالی,آپارتمان,60,1,0,19,4100000000,"انباری,پاسیو",
جنت آباد مرکزی,آپارتمان,74,2,1,9,8300000000,"آسانسور,انباری,بالکن",2
گمرک,آپارتمان,39,1,1,9,2200000000,آسانسور,1
شهرزیبا,آپارتمان,93,2,1,7,9000000000,"آسانسور,انباری,بالکن",2
شهران,آپارتمان,90,2,1,7,توافقی,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,اعلام حریق,اطفا حریق",2
بریانک,آپارتمان,42,1,0,19,2300000000,,1
باغ فیض,آپارتمان,75,2,1,5,8000000000,"آسانسور,انباری,بالکن,سرایداری,اعلام حریق,اطفا حریق",2
بریانک,آپارتمان,53,1,0,19,2500000000,,1
بریانک,آپارتمان,50,1,0,22,2470000000,,1
قیطریه,آپارتمان,52,1,1,4,10000000000,"آسانسور,انباری,سرایداری",1
بریانک,آپارتمان,54,1,0,14,2650000000,,1
بلوار فردوس,آپارتمان,73,2,1,18,6800000000,"آسانسور,انباری,بالکن",2
اباذر,آپارتمان,79,2,1,9,10500000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,اتاق مستر",2
بریانک,آپارتمان,49,1,0,4,2780000000,,1
جیحون,آپارتمان,62,1,0,5,2270000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق,نورپردازی",1
باغ فیض,آپارتمان,55,1,1,7,6200000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق",1
جنت آباد جنوبی,آپارتمان,50,1,1,6,6200000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق,اطفا حریق,آبنما,لابی من,پارکینگ مهمان,نورپردازی,باشگاه,آلاچیق,جاروبرقی مرکزی",1
چیتگر,آپارتمان,100,2,2,0,2300000000,,2
